word,category,mean Happiness,mean Anger,mean Sadness,mean Fear,mean Disgust,distance to H,distance to A,distance to S,distance to F,distance to D,distance to N
"świadectwo",U,4.0384617,1.5,1.4230769,1.6538461,1.0769231,3.6351404,6.8605633,6.877061,6.7576675,7.214317,3.594648
kompas,U,3.0,1.3461539,1.2692307,2.0384614,1.2692307,4.796832,6.607339,6.675987,5.9626203,6.654055,2.650807
"początek",U,3.2307692,1.5384616,1.8461539,2.6538463,1.3846154,5.0088935,6.9178085,6.653391,5.856137,7.037029,3.5387087
"tchórzliwy",U,1.3461539,3.7692308,2.8461537,3.1153846,3.3461537,8.360631,6.3618236,7.32293,6.8432155,6.661249,5.5576987
"wspólnota",U,3.5,1.5769231,1.4230769,1.7307693,1.2692307,4.159885,6.6668034,6.8244243,6.5495305,6.9376597,3.1802201
rekrut,U,1.7692307,1.5769231,1.7692307,2.5769231,1.6153846,6.2573996,6.5940495,6.357287,5.5400515,6.482971,2.7860882
"zamężny",U,2.7692308,1.5769231,2.1923077,2.0384614,1.7307693,5.226646,6.767863,6.159793,6.3475184,6.6227193,3.371619
kolor,U,4.0384617,1.2307693,1.3076923,1.1153846,1.1538461,3.1356785,6.824321,6.7487364,6.940981,6.904389,3.2439585
przymusowy,U,1.1538461,4.6538463,3.3461537,2.7692308,3.5,8.709906,5.8400106,7.1698327,7.5994167,6.942432,6.062077
bierki,U,3.8076923,1.8076923,1.4615384,1.3846154,1.2692307,3.8373773,6.4249387,6.7524285,6.803414,6.9079404,3.4678078
zaproszenie,U,4.8076925,1.3461539,1.6153846,2.5,1.2307693,3.4667323,7.4268565,7.237071,6.470519,7.5230856,4.5770154
kula,U,1.8076923,2.0,1.9615384,2.7307692,2.0384614,6.5005093,6.6070867,6.766438,5.9678073,6.652545,3.3601205
"udaremniać",U,2.8076923,2.4615386,2.4230769,2.3846154,1.8461539,5.8257236,6.522426,6.618355,6.630796,7.0090175,4.1145253
cenny,U,4.3076925,1.1923077,1.3076923,2.3076923,1.1923077,3.5080352,7.2728314,7.171714,6.102453,7.267036,4.106581
"celebrować",U,4.3846154,1.5,1.3461539,1.3846154,1.4230769,3.042638,6.963109,7.1111383,7.1030397,7.027506,4.038781
"udawać",U,1.5,3.3846154,3.2307692,2.5384614,3.5769231,7.8311415,6.37956,6.424571,7.1584454,6.228721,5.3160124
wiek,U,2.3076923,1.9230769,2.3846154,2.7692308,1.3846154,6.045281,6.468462,5.9690175,5.6313853,6.923162,3.346642
"zabójca",U,1.2692307,3.8461537,3.2307692,5.0384617,4.5,9.35203,7.727237,8.138149,6.695628,7.209844,7.115804
ochota,U,4.8461537,1.2692307,1.3076923,1.6538461,1.2692307,2.701366,7.2817035,7.234261,6.91835,7.279839,4.2442517
makabryczny,U,1.2692307,2.6538463,3.6153846,4.5384617,3.8846154,8.767221,7.849159,6.9368005,6.149936,6.7792463,6.0858912
"oszczędny",U,3.0769231,2.0769231,2.5769231,1.9230769,1.5,5.234579,6.5343704,5.994233,6.661006,7.021485,3.8350012
"wrażenie",U,3.0384614,1.6923077,1.4615384,1.9615384,1.4615384,4.8433466,6.6488376,6.860997,6.3420706,6.826198,3.1996663
"interesujący",U,4.1153846,1.5,1.5,1.8846154,1.4615384,3.8911796,7.022056,7.0261054,6.696076,7.052938,3.8265405
"wnioskować",U,2.9230769,1.4230769,1.3846154,1.9615384,1.3076923,4.913529,6.561734,6.617924,6.0985107,6.693149,2.5478673
wielbiciel,U,4.1153846,1.8846154,1.5384616,2.3846154,1.6923077,4.1873255,7.0076284,7.289454,6.5446277,7.1734896,4.454324
portal,U,3.1538463,1.5769231,1.5769231,2.1923077,1.4615384,4.8863873,6.629051,6.6490183,6.0426702,6.728979,3.072804
tolerancyjny,U,3.6538463,1.8846154,1.6153846,2.0,2.0769231,4.5235257,7.048684,7.299006,6.974896,6.895198,4.1600614
szkodliwy,U,1.1923077,3.0384614,3.1153846,3.5,3.5769231,8.160673,6.7359953,6.776804,6.2871504,6.34527,5.2615223
tendencyjny,U,1.5384616,2.9615386,2.0769231,1.8076923,3.1153846,7.1915503,5.8793945,6.753472,7.0479836,5.568684,3.932012
"dygotać",U,1.4230769,2.4615386,2.9230769,3.4230769,2.0,7.4730067,6.5471087,6.023704,5.5986857,7.0898504,4.3966236
flirt,U,4.4615383,2.0384614,1.9615384,2.9230769,1.8461539,4.58716,7.4423785,7.4985995,6.629216,7.5175066,5.0563226
kaseta,U,3.2692308,1.2307693,1.7692307,1.3076923,1.2307693,4.172801,6.6972656,6.1651077,6.605189,6.68865,2.7894247
"bieżnia",U,3.6153846,1.8461539,1.2307693,1.6923077,1.4230769,4.232002,6.44121,6.9536014,6.6171474,6.72892,3.3911476
skrzypce,U,4.4615383,1.6923077,2.4230769,1.5384616,1.2692307,3.7760289,7.0638123,6.393802,7.2481794,7.4053216,4.456264
"zachłanny",U,1.3076923,3.6923077,2.2692308,2.0384614,3.8461537,7.931979,5.841095,7.1870565,7.4005275,5.662051,4.8946676
planeta,U,2.8461537,1.4230769,1.4230769,2.1923077,1.2692307,4.7826424,6.4770346,6.4694943,5.6422834,6.6196756,2.771636
"bić",U,1.3846154,4.6538463,3.8846154,4.5384617,3.6538463,9.1114235,6.6639347,7.3995028,6.810209,7.555769,6.896256
fala,U,3.5384614,1.6153846,1.5769231,2.8076923,1.2692307,4.707174,6.8160944,6.872441,5.6926045,7.1301093,3.8201768
stosunek,U,4.1923075,1.5,1.5,1.7307693,1.2692307,3.6004045,6.9440465,6.97057,6.8150935,7.1733203,3.790363
"podnosić",U,2.9615386,1.6153846,1.4615384,1.8461539,1.2692307,4.788348,6.367762,6.5201793,6.069913,6.67982,2.747415
litania,U,1.4615384,2.3461537,2.9615386,1.8076923,2.2692308,7.0187054,6.1746216,5.628875,6.820399,6.3929524,3.649167
sytuowany,U,2.7307692,2.0769231,1.6153846,1.5384616,1.7307693,5.091703,5.9193473,6.403083,6.4582973,6.25871,2.7967443
horda,U,1.4615384,2.7692308,2.0,3.8846154,2.8846154,7.653696,6.687475,7.394597,5.6133776,6.731875,4.7372365
wiolonczela,U,3.8461537,1.4615384,2.5769231,1.2307693,1.4615384,4.168111,7.0814033,5.979782,7.261234,7.0873995,3.9571471
"świecić",U,4.1923075,1.5769231,1.6538461,1.4230769,1.1538461,3.45356,6.8586645,6.761711,6.950602,7.2222824,3.8441937
"pozbawiać",U,1.3076923,4.0,4.269231,3.9230769,3.4230769,8.663891,6.7465787,6.4442286,6.808087,7.26845,6.228307
upadek,U,1.5,3.5384614,4.0,3.8846154,2.4230769,8.126812,6.614384,6.2116475,6.3310404,7.661538,5.761055
"źródło",U,4.269231,1.2692307,1.3076923,1.4615384,1.2307693,3.1716359,6.996495,6.957412,6.835388,7.0223546,3.5596364
pan,U,2.4230769,1.7692307,1.8076923,2.0384614,1.6923077,5.4658976,6.3030214,6.277901,6.0262394,6.2890234,3.0093827
narodowy,U,3.4230769,1.9615384,2.1538463,1.5,1.7692307,4.6005974,6.615949,6.3406277,6.997858,6.7553077,3.877635
mefisto,U,1.8461539,2.1923077,2.1923077,2.9230769,2.3461537,6.825337,6.845275,6.8332925,6.1027246,6.693664,3.593825
dekadencki,U,2.0384614,2.2307692,2.8076923,1.8846154,1.7307693,6.3278437,6.273579,5.6305423,6.67053,6.8278537,3.5478587
apetyt,U,4.0,1.7692307,1.6153846,1.2692307,1.2307693,3.5719016,6.4704523,6.5929303,6.938711,6.9721527,3.6783946
syty,U,4.4615383,1.7692307,1.6153846,1.3461539,1.8076923,3.4552374,6.866478,7.020886,7.249339,6.7907944,4.285485
"ścinać",U,1.5769231,2.9615386,3.0,2.8461537,1.7692307,7.0164366,5.813761,5.803471,5.9176235,6.9457083,4.100809
nadzieja,U,4.769231,1.6923077,2.6538463,2.5769231,1.0384616,4.162184,7.5588326,6.7522025,6.78614,8.046682,5.0910826
"wchodzić",U,2.7692308,1.3846154,1.5384616,2.2307692,1.3076923,5.049375,6.624366,6.5237756,5.7469487,6.6840277,2.810364
"pytać",U,2.5769231,1.8846154,1.5,2.1153846,1.3846154,5.250483,6.0781217,6.4367886,5.818189,6.5570493,2.6573703
"podróż",U,5.769231,1.5,1.9230769,2.8461537,1.3076923,3.2182596,7.926432,7.6239805,6.835474,8.083185,5.61056
"zawartość",U,2.6538463,1.5384616,1.3461539,2.0384614,1.4230769,5.116532,6.412928,6.6065936,5.864741,6.537906,2.6067653
"sprzedawać",U,3.0,1.7692307,2.2692308,2.2307692,1.6538461,5.3017163,6.6487055,6.1139474,6.2036624,6.747936,3.566437
problem,U,1.1923077,3.0384614,3.5,3.4230769,2.1153846,7.699312,6.0949044,5.7823925,5.8410816,7.0869217,4.7419777
"łódź",U,3.7307692,1.1538461,1.5769231,2.2692308,1.2692307,4.027034,7.1903605,6.778926,6.0437927,7.043851,3.8190258
"spożywać",U,3.3461537,1.4615384,1.2692307,1.6538461,1.4615384,4.248757,6.496121,6.6979523,6.367954,6.5228205,2.965037
wrzawa,U,2.2307692,2.8846154,1.7307693,2.6153846,2.4615386,6.3408136,5.980768,7.1624675,6.3845544,6.52849,4.2443967
szatan,U,1.3846154,2.9230769,2.8846154,3.9230769,3.5769231,8.302441,7.413684,7.504466,6.401368,6.7955136,5.403401
koncert,U,5.1923075,1.4230769,1.6538461,1.7307693,1.4230769,2.6949441,7.508196,7.3213954,7.264954,7.505778,4.7834086
wypowiedzenie,U,1.2307693,3.7692308,4.0,4.230769,2.4615386,8.495284,6.7046003,6.4670005,6.2464294,7.6910257,5.9087977
pokrzepienie,U,3.4615386,1.4230769,1.8461539,1.5,1.1923077,4.148343,6.574608,6.1701255,6.553113,6.823325,3.1989033
"pożyczać",U,2.0769231,2.3461537,1.6153846,2.6538463,1.6923077,6.1048603,5.8511724,6.622409,5.5557117,6.5658054,3.3023322
ludzki,U,3.6538463,1.4615384,1.9230769,1.6538461,1.3461539,4.2263327,6.8533654,6.348614,6.6682506,6.8875427,3.4801989
"obejmować",U,4.9615383,1.2692307,1.8461539,1.6538461,1.3076923,3.1287532,7.449995,7.0018625,7.158509,7.4145665,4.4906163
"lśnić",U,3.8461537,1.3076923,1.1923077,1.3076923,1.1153846,3.5376973,6.721903,6.817437,6.703702,6.876153,3.0325825
"błazen",U,2.0384614,2.5,2.7692308,1.5769231,2.4230769,6.308218,6.1494827,5.788012,7.0100436,6.1728206,4.1463304
"zachęta",U,3.8076923,1.5769231,1.4230769,1.6923077,1.3846154,3.9811094,6.6088567,6.7925,6.5456243,6.7995524,3.5536668
haniebny,U,1.2692307,3.6538463,2.9230769,2.2307692,4.1923075,7.9690275,6.0871387,6.801559,7.4245477,5.501421,5.2830095
zmarszczka,U,1.5769231,2.8076923,3.1153846,2.8846154,2.2692308,7.1789985,6.152629,5.8493414,6.140881,6.6412745,4.400703
"ład",U,3.9615386,1.3461539,1.2307693,1.5,1.2307693,3.442233,6.7389255,6.8392925,6.574612,6.7833023,3.4849565
"uczestniczyć",U,3.3846154,1.4615384,1.3846154,2.2692308,1.3076923,4.4533815,6.6281033,6.6984067,5.8485765,6.7550607,3.127079
blondynka,U,4.1538463,1.5769231,1.4615384,1.2692307,1.3076923,3.3662162,6.7510676,6.8400784,7.0545044,7.019317,3.7872565
"śpiew",U,4.6923075,1.5384616,1.9615384,1.8461539,1.4615384,3.628467,7.295696,6.9382935,7.021106,7.3158193,4.414007
bezcelowy,U,1.1923077,3.7307692,4.0384617,2.9230769,2.3461537,8.013961,5.9071097,5.56004,6.638248,7.2152243,5.36761
kurort,U,4.6153846,1.3076923,1.3461539,1.6538461,1.3461539,3.098993,7.270061,7.1767993,6.9731326,7.1625543,4.1709538
"wyjątkowy",U,4.923077,1.5384616,1.3846154,1.6538461,1.2307693,2.8817232,7.2182302,7.306957,7.129704,7.46625,4.4689107
codzienny,U,2.6923077,1.6923077,1.8461539,1.4615384,1.6153846,5.040848,6.308875,6.1364365,6.4855313,6.3206563,2.718894
"motłoch",U,1.1923077,4.1153846,1.9615384,3.0769231,3.7692308,8.09477,5.6340017,7.590367,6.652531,5.9349675,5.3219504
wampir,U,1.5769231,1.7692307,2.2307692,3.8461537,3.1923077,7.4639406,7.5837245,7.213174,5.6363044,6.4148383,4.6791725
przyjezdny,U,2.5384614,1.7307693,1.4230769,2.1538463,1.6538461,5.4091396,6.2989206,6.6017118,5.874084,6.3772945,2.7676852
niezdrowy,U,1.4230769,2.9615386,3.0769231,3.0,3.1923077,7.6357446,6.552183,6.397032,6.432811,6.164684,4.7925572
stylowy,U,3.1153846,1.5769231,1.4615384,1.6538461,1.5769231,4.601857,6.464886,6.5651913,6.3878984,6.467369,2.9506063
mniejszy,U,1.8461539,1.9615384,2.1153846,1.7307693,1.2692307,5.9465947,6.007294,5.7687154,6.224242,6.6344748,2.5338705
dziewica,U,3.8846154,1.6153846,1.6923077,2.3846154,1.2307693,4.3496103,6.987827,6.9299097,6.2498293,7.3124337,3.9649737
"pożywienie",U,4.3076925,1.3076923,1.2692307,1.3076923,1.2692307,3.1618178,6.9437323,6.992603,6.9675035,6.944308,3.633147
"edukować",U,4.0,1.4615384,1.5384616,1.8846154,1.2692307,3.863523,6.83593,6.7959948,6.48905,7.0229053,3.6351924
"wywóz",U,1.8076923,1.9615384,2.4615386,2.3461537,2.3846154,6.6908426,6.7249737,6.3639116,6.405154,6.252322,3.5666869
uprzywilejowany,U,2.8461537,2.4230769,1.6538461,1.8846154,2.2692308,5.42146,6.1714582,6.8881583,6.6304545,6.3612413,3.6936357
"kuszący",U,4.0,1.5,1.6538461,2.7692308,1.5,4.3773255,7.253962,7.1234207,6.0530667,7.2458706,4.1208844
opium,U,1.9230769,1.8461539,2.1923077,2.8846154,2.5384614,6.570699,6.9202647,6.617458,5.8848853,6.295562,3.672623
podeszwa,U,1.5,1.6153846,1.1923077,1.3846154,2.3076923,6.1616793,6.0316167,6.462179,6.2893777,5.201872,1.9472572
troskliwy,U,5.076923,1.6538461,1.5384616,1.3461539,1.1153846,2.7375817,7.125455,7.2170544,7.383235,7.5655904,4.5149493
nieskazitelny,U,3.9230769,1.5,1.3076923,1.6153846,1.6153846,3.8488348,6.8280287,6.982992,6.719141,6.6502056,3.5605762
pobyt,U,3.9230769,1.2307693,1.4615384,1.8461539,1.3461539,3.8200967,6.9821134,6.7913465,6.4325056,6.876933,3.4318876
"sabotować",U,1.3076923,3.8846154,2.8076923,3.0769231,3.2692308,8.0319395,6.017686,7.076718,6.7650394,6.676072,5.174841
"niewdzięczny",U,1.1923077,4.576923,3.9230769,1.9230769,4.0,8.591218,5.8516264,6.5065255,8.204575,6.4240804,6.079839
plantacja,U,3.6153846,1.3076923,1.6538461,1.6923077,1.3461539,4.071961,6.8807797,6.5973544,6.56263,6.866959,3.300662
pasieka,U,3.6538463,1.1153846,1.3076923,1.7307693,1.1923077,3.9181278,6.963195,6.8141184,6.419389,6.877121,3.0891511
zorza,U,4.269231,1.1153846,1.6153846,1.3846154,1.0384616,3.1532135,7.21778,6.7379174,6.912407,7.2735553,3.7582655
los,U,2.8076923,1.9615384,2.5769231,2.8461537,1.5,5.845214,6.9193964,6.225822,6.0583878,7.309212,4.0876265
daremny,U,1.5,4.0,4.076923,2.1923077,1.9230769,7.6849356,5.569682,5.527589,7.328906,7.5557833,5.220988
"łgać",U,1.1153846,4.576923,3.5,2.7307692,5.0384617,9.170209,6.656303,7.7050357,8.215716,6.1370068,6.700473
owca,U,3.1153846,1.2307693,1.5769231,1.2307693,1.3076923,4.291188,6.5479517,6.209075,6.545711,6.455424,2.6375334
twierdza,U,3.1538463,1.1923077,1.3076923,2.4615386,1.2692307,4.7621098,6.9734015,6.8871427,5.6974287,6.915449,3.1859076
romans,U,3.2307692,2.6538463,2.7692308,3.1153846,3.0769231,6.155215,7.415349,7.340362,6.9705305,6.887701,5.512084
"lód",U,3.4615386,1.6153846,2.0,2.2692308,1.3846154,4.521393,6.9608455,6.5229974,6.2932606,7.135859,4.1575837
masa,U,1.9615384,2.1153846,2.0384614,1.7307693,2.3846154,6.193707,6.4109125,6.4271436,6.73624,6.1618676,3.073154
"grozić",U,1.1153846,4.6538463,3.1538463,4.769231,3.6538463,9.177202,6.4820957,7.9330416,6.4080563,7.537228,6.791072
kot,U,4.3846154,1.6538461,1.4615384,1.5769231,1.6538461,3.5862098,7.094697,7.239393,7.0831723,6.982777,4.2114916
noc,U,3.5,1.3461539,2.6153846,2.8461537,1.4615384,4.9731207,7.4047046,6.285721,6.0537367,7.318879,4.3838353
"zapominać",U,1.1923077,3.9615386,3.8846154,3.8846154,2.0384614,8.326257,6.1051097,6.1610103,6.2517047,7.776678,5.5576673
stado,U,3.1923077,1.4615384,1.5,2.3461537,1.3461539,4.741496,6.797144,6.776763,5.819428,6.936,3.4538183
urodziny,U,5.5,1.5769231,1.8461539,1.6923077,1.3461539,2.5571735,7.6259685,7.3452144,7.487538,7.8058167,5.135316
chwast,U,1.1538461,2.8461537,1.8846154,1.7307693,3.0,7.1605496,5.672445,6.6997576,6.8615103,5.5607014,3.5346537
"wilkołak",U,1.7307693,2.1923077,1.8461539,4.0384617,3.2692308,7.501918,7.349075,7.6306844,5.587054,6.444749,4.8276825
trawa,U,4.5,1.2307693,1.1153846,1.1538461,1.5384616,2.9579542,7.064448,7.1855145,7.155242,6.821595,3.7894137
"skutkować",U,2.3461537,1.7692307,1.8076923,2.5384614,1.5769231,5.686185,6.3714366,6.369056,5.581165,6.5516133,3.1032329
piwo,U,4.6153846,1.3076923,1.4615384,1.4615384,1.6923077,3.228371,7.378832,7.261811,7.210613,6.94658,4.3571095
"zagazować",U,1.0769231,4.1538463,4.5,4.3846154,4.8461537,9.875265,8.003137,7.7450237,7.7262855,7.4704533,7.555333
ambicja,U,4.1153846,2.0,1.5384616,2.4615386,1.5384616,4.4261746,7.0448856,7.428037,6.5765276,7.368636,4.4432316
uprawa,U,2.8846154,1.2692307,1.3076923,1.6538461,1.2307693,4.636526,6.5095544,6.5062246,6.173621,6.5411344,2.5194867
"aktywność",U,4.923077,1.4230769,1.3076923,1.6923077,1.1153846,2.8837206,7.177451,7.28581,6.967487,7.4268365,4.275201
"wrażliwy",U,3.4615386,1.4615384,2.7692308,2.3461537,1.3461539,5.1119223,7.195628,6.0453005,6.4664555,7.2706985,4.1764736
prowadzenie,U,3.5384614,1.5384616,1.1153846,2.3461537,1.2307693,4.366994,6.6854277,7.076525,5.9125257,6.9747243,3.419974
czarny,U,2.0,1.8846154,2.9230769,2.5,1.8846154,6.3984914,6.9974794,5.918244,6.435951,6.973407,3.7699296
"dzielić",U,3.5769231,1.8076923,1.9615384,1.5384616,1.1538461,4.4005795,6.5489254,6.406209,6.7747607,7.0675654,3.4310749
torfowisko,U,2.1923077,1.6153846,1.4615384,2.1153846,2.1923077,5.691253,6.4645762,6.613617,5.980907,5.847303,2.8790278
"umierać",U,1.0,3.2692308,5.769231,4.6153846,2.2692308,9.529669,8.113125,5.578307,7.039657,8.7964115,7.062309
plotkarski,U,1.3461539,4.1153846,2.1538463,2.4230769,4.1153846,8.077766,5.7645574,7.5964575,7.3589325,5.739087,5.395399
"budować",U,4.3461537,1.3076923,1.5,2.1153846,1.1538461,3.5620215,7.1258645,6.9147615,6.393787,7.247452,3.9485626
trend,U,1.9615384,2.6153846,1.6923077,1.8076923,2.2692308,6.133281,5.646503,6.6053925,6.4891477,5.942919,3.2849727
euforyczny,U,4.6923075,1.3461539,1.3076923,1.4230769,1.1538461,2.6680846,7.0686264,7.099276,7.0061364,7.2268267,4.063019
"córka",U,4.5384617,1.3846154,1.4615384,1.9615384,1.1153846,3.1882143,7.1765103,7.0923886,6.6149774,7.3970213,4.191633
znalezisko,U,4.3076925,1.3076923,1.3846154,2.4230769,1.5,3.8241632,7.2495456,7.177686,6.286824,7.0971675,4.1136827
"wypadać",U,1.5769231,2.9615386,3.1923077,3.3076923,1.6923077,7.3301334,6.230347,5.890178,5.7457457,7.3244653,4.497605
powstanie,U,2.5769231,2.1923077,2.7692308,3.2692308,1.6153846,6.314593,6.85985,6.316491,5.8174887,7.369851,4.5609384
"nawiązywać",U,3.2692308,1.2692307,1.3461539,1.8846154,1.1923077,4.309464,6.600159,6.5492673,5.985202,6.690728,2.8203745
"światło",U,4.3846154,1.4615384,1.2307693,1.4230769,1.1923077,3.131644,6.897231,7.1059985,6.94547,7.1137075,3.7329116
"rozkładać",U,1.7692307,1.6538461,1.6538461,1.6153846,2.2307692,6.023546,6.2681994,6.230697,6.262021,5.5207314,2.5689409
zdenerwowany,U,1.1538461,3.9230769,2.8846154,3.8076923,2.2692308,8.244144,5.8219604,7.032565,6.012058,7.5987496,5.416216
"spasować",U,1.6538461,2.8076923,3.0,2.0,1.8846154,6.8302617,5.8733315,5.732795,6.662774,6.7776685,3.6529655
bukiet,U,5.0,1.4615384,1.6153846,1.2307693,1.1153846,2.6066463,7.211336,7.0858483,7.380843,7.4756327,4.3540783
szmata,U,1.0384616,4.3846154,2.7692308,1.9230769,4.423077,8.674615,5.987614,7.4817243,8.155258,5.981764,5.7576065
"czarować",U,3.4615386,1.6538461,1.5,1.9615384,1.7307693,4.4735317,6.7516527,6.953913,6.5342784,6.7140284,3.6909318
"usługiwać",U,1.6538461,3.3461537,2.6538463,1.6538461,2.8461537,7.002622,5.708885,6.4629903,7.263499,6.289272,4.285115
ideowy,U,2.6923077,2.1538463,1.7307693,2.1923077,2.4615386,5.634664,6.475434,6.889428,6.4826846,6.053764,3.831883
"pracować",U,3.6923077,2.0,2.0384614,2.1923077,1.5384616,4.5784245,6.59404,6.5505223,6.46126,7.0082374,4.089139
"pić",U,4.5,1.9230769,2.0769231,1.8846154,1.7692307,3.9921582,7.248927,7.128782,7.283237,7.3781934,4.782889
minigolf,U,3.3461537,1.6153846,1.1923077,1.4230769,1.1538461,4.0666,6.3283663,6.748881,6.5377493,6.7746425,2.8300998
"skreślać",U,1.2692307,3.2692308,2.9615386,3.4230769,2.2692308,7.813569,6.155265,6.6194143,6.136311,7.2011843,4.7025776
klon,U,1.8846154,1.5769231,2.0384614,2.4615386,2.0769231,6.378201,6.817263,6.2677493,5.937871,6.423704,3.1549737
niewymuszony,U,3.6538463,1.4230769,1.7307693,1.3461539,1.2307693,3.8355193,6.744582,6.383295,6.801901,6.909505,3.3111625
"skąpy",U,1.4230769,3.6153846,2.3461537,1.7692307,3.4615386,7.584499,5.6611757,7.0021257,7.3471527,5.7488775,4.7376504
uderzenie,U,1.5769231,4.3076925,3.1538463,4.076923,2.9230769,8.476161,6.175522,7.4100747,6.5387692,7.5770755,6.3956523
skarb,U,5.576923,1.2692307,1.3461539,2.5,1.1153846,2.7508147,7.900802,7.852856,6.8746233,8.017655,5.2403283
"świętokradztwo",U,1.0384616,3.4230769,2.8461537,2.6923077,4.076923,8.296261,6.3780103,7.017171,7.1123476,5.7497034,5.1987486
wieczorny,U,3.8076923,1.5384616,2.0384614,2.5,1.3076923,4.478511,7.0962267,6.628711,6.162705,7.2660193,3.9993842
"udowodnić",U,3.6153846,2.5769231,1.5769231,2.3461537,1.4230769,4.8554287,6.120802,7.2081647,6.45553,7.297231,4.2714567
rausz,U,2.2307692,2.2307692,2.1153846,2.4615386,2.1538463,6.2039676,6.5348215,6.628614,6.2938113,6.562467,3.5102768
zwyczaj,U,2.6153846,1.7692307,1.5769231,1.4615384,1.6538461,4.959729,6.0474615,6.281277,6.4074883,6.196078,2.7683961
chomik,U,3.8846154,1.2692307,1.3846154,1.4615384,1.9230769,3.8399622,7.082385,6.9583745,6.9074707,6.329966,3.8232586
odmowa,U,1.2307693,4.423077,4.1538463,3.6923077,2.5384614,8.698242,6.1226883,6.349597,6.8152266,7.838544,6.1749887
"zmurszały",U,1.2307693,1.7307693,2.5384614,2.0384614,2.8076923,7.1327558,6.8153987,6.0833664,6.5337834,5.7534,3.3916974
hala,U,2.7692308,1.1923077,1.3076923,2.0769231,1.4615384,4.9586415,6.701882,6.5955405,5.882654,6.445014,2.592304
muszla,U,3.5,1.2692307,1.7692307,1.4615384,1.2692307,4.0651503,6.8266516,6.3463416,6.6055164,6.8054705,3.1351252
regularny,U,3.1153846,1.5,1.6538461,1.8846154,1.3846154,4.6685495,6.5206857,6.3020935,6.167178,6.6270523,3.0370674
patelnia,U,2.8846154,1.8846154,1.3076923,1.4615384,1.2692307,4.72094,6.019231,6.6247993,6.474892,6.61936,2.6783738
"rozumieć",U,4.8846154,1.6153846,1.6153846,1.6153846,1.2307693,3.0930088,7.220841,7.1737604,7.245448,7.5415745,4.493125
"zazdrość",U,1.1153846,5.0384617,4.423077,3.9230769,3.5384614,9.5617895,6.7655,7.281029,7.723236,7.8889256,7.172638
taryfa,U,2.3076923,1.9615384,1.5769231,1.9615384,1.7692307,5.541735,6.0282335,6.41928,6.0608983,6.181142,2.7561033
rabat,U,4.6153846,1.4615384,1.2692307,1.5,1.5769231,3.1700978,7.171554,7.3409243,7.1327014,6.9698963,4.226044
granat,U,1.6923077,3.0384614,2.6538463,4.3076925,2.6153846,7.8292594,6.8619,7.3424606,5.583796,7.3315945,5.5413713
gwiazda,U,4.6923075,1.5384616,1.6153846,1.6153846,1.2692307,3.2140503,7.104352,7.101465,7.108924,7.385509,4.320631
"uniżony",U,1.7307693,2.6923077,2.7307692,1.8846154,2.4230769,6.8410187,6.007971,5.9805045,6.851815,6.253351,4.0643854
wysoki,U,3.8846154,1.7307693,1.7692307,1.9615384,1.1923077,4.0780673,6.794572,6.7336383,6.566824,7.197253,3.7175813
